date,CAR_ersst,NTA_ersst,aao,ammsst,amon_sm,amon_sm_long,amon_us,amon_us_long,ao,atltri,brazilrain,censo,censo_long,ea,eofpac,epo,espi,gmsst,hurr,indiamon,ipotpi_hadisst2,jonesnao,meiv2,nao,nina1_anom,nina34_anom,nina3_anom,nina4_anom,noi,np,oni,pdo,pna,qbo,sahelrain,soi,solar,swmonsoon,tna,tni,trend,tsa,whwp,wp,precipitation
1966-07-01,-0.25,-0.13,,0.39,-0.089,-0.089,-0.066,-0.066,0.011,-0.402,91.0,0.44,0.44,-1.23,0.079,-0.57,,0.09,6.0,2887.0,0.43,-1.99,,0.35,-1.29,0.04,-0.54,0.08,-0.095,1017.62,0.24,0.26,-1.18,7.47,-255.0,0.1,1067.0,2.12,0.15,-1.867,223.0,0.28,-0.22,2.82,2.7584
1966-08-01,-0.14,-0.18,,0.3,-0.093,-0.093,-0.054,-0.054,-0.945,-0.177,-54.0,-0.13,-0.14,1.87,0.001,0.63,,-0.1,8.5,1600.0,0.21,-2.03,,-2.39,-1.18,-0.37,-0.76,-0.21,0.336,1016.28,0.12,-0.35,1.26,7.63,15.0,1.1,1066.0,2.7,0.03,-1.699,224.0,-0.06,0.44,-0.34,3.1271
1966-09-01,-0.07,-0.25,,0.45,-0.096,-0.096,-0.01,-0.01,0.011,-0.163,28.0,0.18,0.18,2.66,-0.32,1.58,,-0.03,10.0,1388.0,0.11,-0.47,,-0.29,-0.89,-0.44,-0.9,-0.19,-0.847,1010.33,-0.05,-0.33,0.63,9.23,538.0,-0.4,1109.0,1.45,0.07,-1.408,225.0,-0.07,0.76,0.55,6.5874
1966-10-01,-0.09,-0.18,,0.11,-0.098,-0.098,0.003,0.003,-1.077,-0.253,-105.0,0.14,0.14,0.87,-0.171,0.46,,-0.27,9.25,49.0,0.06,-2.89,,-0.23,-0.58,-0.5,-0.75,-0.08,1.222,1014.31,-0.1,-1.17,-0.61,11.0,400.0,-0.2,1086.0,0.44,0.1,-1.178,226.0,-0.05,0.45,-0.96,0.724
1966-11-01,-0.15,-0.14,,0.33,-0.1,-0.1,-0.008,-0.008,0.111,0.05,3.0,-0.07,-0.06,-2.94,-0.257,0.74,,-0.01,4.0,374.0,0.03,-0.07,,-0.18,-0.91,-0.47,-0.99,-0.05,-3.075,1015.43,-0.18,-1.15,-1.96,11.74,-4.0,-0.0,1133.0,0.57,0.35,-0.774,227.0,0.21,1.14,0.95,244.6609
1966-12-01,-0.25,-0.02,,0.09,-0.103,-0.103,0.07,0.07,-1.401,0.428,-23.0,0.2,0.21,-0.61,-0.327,,,-0.06,0.0,98.0,0.05,1.68,,0.58,-0.62,-0.57,-1.1,-0.33,-0.58,1006.73,-0.3,-0.32,-0.21,13.26,-1.0,-0.6,1246.0,1.26,0.24,-0.224,228.0,0.6,-0.32,-1.34,165.9384
1967-01-01,-0.25,-0.1,,0.84,-0.108,-0.108,0.071,0.071,-0.576,0.642,-89.0,-0.91,-0.91,0.34,-0.527,-0.22,,-0.06,0.0,4.0,-0.26,0.04,,-1.55,-1.04,-0.67,-0.73,-0.72,2.648,1008.04,-0.41,-0.2,-1.16,11.03,-5.0,2.8,1477.0,0.34,0.24,-0.079,229.0,0.3,-0.17,0.86,287.9495
1967-02-01,-0.19,-0.18,,0.1,-0.112,-0.112,0.077,0.077,1.18,0.221,143.0,-0.95,-0.95,-0.52,-0.491,-0.56,,-0.25,0.0,2.0,-0.46,1.7,,-0.23,-0.58,-0.64,-0.5,-0.78,5.8,1008.75,-0.48,-0.18,-0.2,10.49,1.0,2.8,1470.0,0.19,-0.0,-0.022,230.0,0.3,-0.27,0.0,15.8676
1967-03-01,-0.11,-0.24,,0.2,-0.117,-0.117,-0.044,-0.044,1.967,-0.163,76.0,-0.55,-0.56,-0.01,-0.875,0.87,,0.03,0.0,400.0,-0.48,3.0,,1.18,-1.04,-0.78,-0.9,-0.5,-0.51,1015.84,-0.53,-1.2,-2.25,10.94,22.0,2.0,1606.0,0.5,-0.15,-0.14,231.0,-0.03,-0.78,0.02,179.4151
1967-04-01,-0.1,-0.32,,1.3,-0.121,-0.121,-0.026,-0.026,1.7,0.462,82.0,-0.29,-0.3,-1.07,-0.84,0.14,,-0.08,0.0,46.0,-0.2,-0.76,,0.05,-0.72,-1.08,-1.23,-0.19,-1.076,1020.99,-0.45,-0.89,-1.91,10.13,17.0,-0.1,1299.0,0.3,0.05,-0.461,232.0,-0.2,-1.11,1.51,158.523
1967-05-01,-0.18,-0.38,,0.84,-0.126,-0.126,-0.198,-0.198,0.127,-0.343,164.0,0.15,0.15,-0.18,-0.192,2.02,,0.16,0.0,41.0,-0.09,-0.46,,-0.87,-0.82,-0.59,-0.66,-0.15,2.152,1018.42,-0.24,-1.24,-0.8,5.79,-45.0,-0.0,1430.0,0.5,-0.16,-0.974,233.0,-0.37,-1.47,-1.38,28.5825
1967-06-01,-0.29,-0.47,,0.01,-0.13,-0.13,-0.272,-0.272,0.647,-0.428,0.0,-0.23,-0.24,1.86,-0.167,0.88,,-0.09,0.0,1606.0,-0.1,1.96,,1.72,-1.06,-0.26,-0.38,-0.39,-0.708,1014.38,-0.0,-1.16,-0.33,-0.58,32.0,1.1,1202.0,1.14,-0.21,-1.254,234.0,-0.61,-1.93,-0.4,45.561
1967-07-01,-0.35,-0.48,,0.43,-0.133,-0.133,-0.241,-0.241,0.259,-0.425,40.0,0.02,0.01,1.25,-0.591,-0.12,,0.06,0.0,3133.0,-0.31,1.44,,0.44,-1.1,-0.33,-0.69,-0.38,1.402,1019.02,0.05,-0.89,-1.24,-5.65,138.0,0.3,1403.0,3.06,-0.2,-1.449,235.0,-0.62,-1.98,0.31,2.6786
1967-08-01,-0.36,-0.45,,0.08,-0.136,-0.136,-0.176,-0.176,-0.293,-0.236,-22.0,-0.4,-0.4,-0.8,-0.901,1.1,,0.04,0.0,2186.0,-0.74,-0.41,,1.73,-1.5,-0.42,-0.99,-0.47,-0.237,1014.02,-0.16,-1.24,-0.35,-6.76,430.0,1.2,1537.0,3.12,-0.3,-1.543,236.0,-0.4,-2.72,0.15,2.9276
1967-09-01,-0.27,-0.44,,0.18,-0.138,-0.138,-0.108,-0.108,0.133,-0.126,30.0,-0.5,-0.5,0.83,-1.032,0.35,,0.01,28.25,1716.0,-0.86,0.32,,1.05,-1.81,-0.86,-1.39,-0.56,-2.309,1010.17,-0.3,-0.72,0.11,-6.06,448.0,0.8,1321.0,1.53,-0.14,-1.674,237.0,-0.35,-1.34,0.01,5.8679
1967-10-01,-0.2,-0.47,,-0.43,-0.14,-0.14,-0.111,-0.111,1.299,-0.302,-11.0,-0.12,-0.13,-0.25,-0.915,-0.24,,0.12,8.0,160.0,-0.91,1.34,,0.59,-1.73,-0.74,-1.36,-0.43,0.855,1010.3,-0.38,-0.64,1.1,-4.82,118.0,0.1,1361.0,0.28,-0.14,-1.722,238.0,-0.61,-0.33,-0.8,34.1749
1967-11-01,-0.11,-0.52,,-1.82,-0.143,-0.143,-0.245,-0.245,0.334,-0.544,-60.0,0.14,0.14,-1.66,-0.714,-0.03,,0.04,0.0,13.0,-0.59,-0.91,,0.5,-1.77,-0.62,-1.21,-0.36,-3.208,1012.61,-0.34,-0.05,-0.35,-6.05,16.0,-0.7,1453.0,0.65,-0.33,-1.619,239.0,-0.4,-0.23,-0.59,76.4588
1967-12-01,-0.12,-0.53,,-2.17,-0.146,-0.146,-0.164,-0.164,-0.347,-0.018,-34.0,0.24,0.24,0.4,-0.71,,,-0.02,0.0,678.0,-0.61,-0.53,,-0.51,-1.84,-0.65,-1.24,-0.39,1.122,1010.04,-0.44,-0.4,-1.12,-7.27,-2.0,-0.9,1630.0,2.91,-0.23,-1.545,240.0,-0.13,-0.29,-0.56,106.8254
1968-01-01,-0.13,-0.42,,-0.99,-0.151,-0.151,-0.257,-0.257,-0.409,-0.167,216.0,-0.47,-0.48,0.62,-0.865,-0.24,,-0.21,0.0,66.0,-0.72,1.65,,-0.36,-1.62,-0.85,-1.4,-0.46,1.88,1010.08,-0.64,-0.95,-1.78,-8.38,-5.0,0.9,1891.0,0.43,-0.3,-1.335,241.0,-0.03,-0.17,-2.08,201.666
1968-02-01,-0.19,-0.29,,0.68,-0.155,-0.155,-0.209,-0.209,-2.154,-0.063,-55.0,-0.82,-0.83,-1.26,-1.09,-0.65,,-0.15,0.0,98.0,-0.48,-1.53,,-1.91,-1.41,-1.07,-1.57,-0.47,-4.044,1000.05,-0.74,-0.4,1.11,-10.21,57.0,2.1,1732.0,0.97,-0.11,-1.172,242.0,-0.24,-0.3,-3.18,135.8877
1968-03-01,-0.18,-0.24,,0.67,-0.16,-0.16,-0.22,-0.22,1.741,-0.059,-15.0,-0.27,-0.27,2.16,-1.217,0.05,,0.32,0.0,166.0,-0.92,0.34,,0.02,-1.58,-0.95,-1.44,-0.57,-0.36,1012.31,-0.62,-0.31,0.13,-9.11,26.0,0.2,1426.0,1.15,-0.06,-1.108,243.0,-0.26,-0.96,-0.04,85.9584
1968-04-01,-0.16,-0.31,,-0.07,-0.163,-0.163,-0.167,-0.167,0.328,-0.638,-86.0,-0.19,-0.19,-0.01,-0.971,-2.88,,-0.11,0.0,81.0,-0.69,-0.71,,-1.32,-1.77,-0.72,-1.09,-0.46,3.323,1017.29,-0.44,-1.03,-1.11,-12.25,149.0,0.0,1295.0,0.59,-0.11,-1.245,244.0,-0.01,-2.59,-0.91,11.0255
1968-05-01,-0.17,-0.52,,-0.14,-0.165,-0.165,-0.135,-0.135,-0.241,-0.629,41.0,-0.81,-0.82,0.16,-1.033,1.07,,-0.21,0.0,27.0,-0.65,-1.5,,-1.58,-2.03,-0.75,-1.21,-0.6,0.847,1016.17,-0.04,-0.53,0.23,-14.39,72.0,2.1,1549.0,0.49,-0.09,-1.197,245.0,-0.01,-2.47,-0.93,32.4075
1968-06-01,-0.23,-0.62,,-1.45,-0.166,-0.166,-0.273,-0.273,0.42,-1.167,-82.0,-0.16,-0.16,1.26,-0.333,-0.73,,-0.16,2.25,696.0,-0.26,0.95,,0.64,-1.61,0.15,-0.43,-0.09,1.135,1016.22,0.28,-0.35,-0.08,-19.27,63.0,1.8,1423.0,0.25,-0.25,-1.07,246.0,0.08,-2.24,-1.19,12.6154
1968-07-01,-0.22,-0.64,,-1.79,-0.167,-0.167,-0.241,-0.241,-0.836,-1.674,16.0,0.08,0.07,2.57,0.027,1.71,,-0.15,0.0,3226.0,-0.09,-1.96,,-0.77,-0.81,0.28,0.07,-0.34,1.551,1015.89,0.58,0.53,-0.04,-21.0,17.0,1.1,1372.0,2.73,-0.19,-0.69,247.0,0.24,-0.93,1.18,1.1117
1968-08-01,-0.12,-0.56,,-1.9,-0.167,-0.167,-0.225,-0.225,-0.671,-1.244,106.0,0.35,0.35,-0.46,0.269,0.75,,-0.07,2.75,2111.0,-0.04,-1.45,,-0.97,-0.26,0.16,0.03,-0.21,0.229,1015.24,0.53,0.19,1.3,-21.82,-331.0,0.4,1422.0,2.57,-0.14,-0.534,248.0,0.2,-0.01,0.64,25.018
1968-09-01,-0.01,-0.44,,-1.62,-0.168,-0.168,-0.161,-0.161,-1.009,-1.287,-82.0,0.3,0.3,0.11,0.207,-0.91,,-0.27,1.75,1165.0,0.18,0.5,,-1.73,0.33,0.01,-0.09,-0.19,0.184,1015.92,0.45,0.06,-0.87,-17.45,-27.0,-0.4,1410.0,0.2,-0.07,-0.441,249.0,0.29,1.24,-0.72,2.1286
1968-10-01,0.05,-0.3,,-1.44,-0.168,-0.168,-0.124,-0.124,-1.013,-0.697,142.0,0.37,0.37,1.59,0.332,-0.33,,0.05,5.0,247.0,0.42,0.03,,-1.99,-0.14,0.04,-0.02,-0.07,-0.473,1010.72,0.55,-0.34,0.45,-14.58,-4.0,-0.1,1525.0,0.52,0.09,-0.398,250.0,0.44,0.64,0.97,59.6297
1968-11-01,0.05,-0.17,,-1.13,-0.169,-0.169,-0.119,-0.119,-2.183,-0.472,-15.0,0.65,0.64,2.2,0.498,-0.16,,-0.1,0.0,51.0,0.65,-2.0,,-1.11,-0.09,0.5,0.05,0.4,-0.465,1006.37,0.73,-0.44,0.83,-13.11,15.0,-0.6,1385.0,0.86,0.17,-0.785,251.0,0.49,0.77,-0.97,121.2248
1968-12-01,0.05,0.01,,-0.68,-0.171,-0.171,-0.138,-0.138,-0.783,-0.601,-16.0,0.39,0.39,-0.58,0.599,,,-0.22,0.0,10.0,0.87,-1.73,,-1.39,0.16,0.67,0.4,0.63,-2.024,1013.57,0.98,-1.27,-1.74,-11.36,8.0,0.3,1484.0,0.85,0.28,-1.508,252.0,0.5,-0.14,0.64,222.1583
1969-01-01,0.01,0.22,,1.11,-0.172,-0.172,-0.074,-0.074,-2.967,-0.142,27.0,1.11,1.1,0.17,1.051,0.6,,-0.15,0.0,35.0,0.85,-1.64,,-1.48,-0.2,0.95,0.45,0.92,-5.651,1012.41,1.13,-1.26,-2.96,-8.58,-3.0,-2.4,1527.0,1.39,0.43,-1.509,253.0,0.32,-0.09,-0.71,369.5695
1969-02-01,-0.01,0.55,,2.86,-0.174,-0.174,0.093,0.093,-3.114,0.539,-69.0,1.06,1.05,-2.12,1.009,-0.58,,-0.31,0.0,5.0,0.75,-3.16,,-2.2,-0.75,1.11,0.32,1.08,-5.94,1008.91,1.09,-0.95,-1.97,-4.43,-6.0,-0.9,1552.0,0.95,0.74,-1.156,254.0,0.53,-0.01,0.61,236.595
1969-03-01,0.05,0.68,,5.19,-0.178,-0.178,0.196,0.196,-1.582,1.198,155.0,0.48,0.47,1.61,1.035,-0.02,,-0.09,0.0,8.0,0.4,-1.81,,-2.04,0.34,0.54,0.21,0.63,1.666,1012.89,0.95,-0.5,0.47,-1.5,15.0,0.7,1723.0,0.92,1.13,-0.713,255.0,0.38,2.04,0.56,48.2044
1969-04-01,0.11,0.68,,3.83,-0.182,-0.182,0.137,0.137,0.438,0.146,6.0,0.71,0.7,0.56,0.975,0.32,,0.1,0.0,30.0,0.29,1.11,,1.52,0.88,0.31,0.18,0.4,-1.301,1012.34,0.77,-0.44,0.48,3.98,-3.0,-0.6,1555.0,0.58,0.84,0.053,256.0,0.35,2.09,1.58,68.419
1969-05-01,0.13,0.45,,3.17,-0.185,-0.185,-0.001,-0.001,-0.72,-0.361,97.0,0.87,0.87,0.99,1.504,1.0,,0.16,0.0,53.0,0.54,-0.23,,0.56,1.31,0.35,0.46,0.33,-2.049,1012.72,0.61,-0.2,1.02,8.18,-26.0,-0.4,1454.0,1.25,0.73,0.623,257.0,0.2,4.28,1.65,6.6148
1969-06-01,0.12,0.31,,1.89,-0.189,-0.189,0.017,0.017,-0.348,-0.894,45.0,0.4,0.39,2.16,1.0,3.19,,0.06,0.0,1005.0,0.6,-1.17,,0.86,0.97,-0.04,0.23,-0.04,-2.288,1013.23,0.43,0.89,2.11,9.35,7.0,0.3,1622.0,0.9,0.37,0.491,258.0,-0.05,4.3,1.37,29.2619
1969-07-01,0.11,0.17,,1.61,-0.194,-0.194,0.082,0.082,0.41,-0.477,156.0,0.59,0.58,1.61,0.433,-1.13,,-0.05,0.0,3451.0,0.31,3.7,,0.6,0.28,-0.21,-0.09,-0.17,0.632,1018.99,0.36,0.1,0.51,9.08,309.0,-0.8,1366.0,2.34,0.39,0.191,259.0,-0.15,4.67,-0.61,2.2716
1969-08-01,0.14,0.11,,0.54,-0.196,-0.196,-0.112,-0.112,-0.782,-1.079,13.0,0.72,0.71,-0.21,0.479,-0.14,,-0.06,13.0,2608.0,0.21,-1.62,,-1.99,-0.13,0.16,0.24,0.13,-0.835,1016.86,0.51,-0.81,-0.69,9.78,235.0,-0.2,1430.0,2.51,0.34,-0.1,260.0,0.01,1.95,-2.18,0.0184
1969-09-01,0.1,0.04,,-0.26,-0.199,-0.199,-0.119,-0.119,-0.083,-0.672,-45.0,0.94,0.93,-0.68,0.708,0.09,,0.03,9.0,2093.0,0.22,0.38,,2.17,0.02,0.43,0.46,0.4,-0.444,1012.16,0.79,-0.66,1.31,9.74,166.0,-1.6,1373.0,1.67,0.27,-0.463,261.0,-0.09,2.49,0.25,1.3792
1969-10-01,0.1,0.08,,-0.52,-0.201,-0.201,-0.197,-0.197,0.098,-0.981,2.0,1.04,1.03,2.33,0.839,1.67,,0.04,15.75,70.0,0.66,0.7,,1.23,0.6,0.62,0.54,0.56,-1.483,1010.56,0.86,1.12,0.55,9.75,382.0,-1.5,1540.0,1.69,0.17,-0.5,262.0,-0.06,1.3,0.32,62.9626
1969-11-01,0.04,0.13,,0.52,-0.202,-0.202,-0.136,-0.136,0.326,-0.097,-69.0,0.5,0.5,-2.27,0.683,-0.11,,0.08,2.5,243.0,0.67,-1.28,,-1.14,0.57,0.4,0.51,0.49,-1.27,1010.41,0.81,0.15,0.13,7.34,18.0,-0.1,1567.0,0.88,0.34,-0.302,263.0,-0.07,2.01,-0.36,48.7397
1969-12-01,0.01,0.36,,1.88,-0.204,-0.204,-0.043,-0.043,-1.856,0.172,-88.0,0.29,0.29,-0.96,0.79,,,0.32,0.0,6.0,0.45,-0.26,,-0.35,0.59,0.38,0.64,0.39,-2.027,1001.77,0.63,1.38,1.53,5.0,-2.0,0.7,1436.0,0.69,0.44,-0.348,264.0,-0.19,-0.19,0.57,292.0775
1970-01-01,-0.04,0.45,,3.81,-0.205,-0.205,-0.022,-0.022,-2.412,0.359,40.0,0.87,0.86,-0.14,0.678,0.23,,0.06,0.0,106.0,0.33,-1.16,,-2.26,0.39,0.28,0.42,0.21,-4.9,1005.97,0.51,0.61,0.12,0.3,-4.0,-1.9,1583.0,0.16,0.64,-0.773,265.0,-0.34,-0.17,-2.17,414.327
1970-02-01,-0.02,0.59,,4.2,-0.206,-0.206,-0.06,-0.06,-1.325,0.344,-56.0,0.83,0.83,-1.15,0.283,0.61,,0.29,0.0,98.0,0.01,1.1,,0.28,-0.38,0.2,0.0,0.29,-3.812,1002.61,0.34,0.43,1.01,-1.41,-8.0,-1.7,1754.0,0.37,0.64,-1.024,266.0,-0.26,-0.29,0.01,73.2124
1970-03-01,0.05,0.53,,5.33,-0.207,-0.207,0.007,0.007,-2.084,0.546,-31.0,0.2,0.19,-4.17,-0.035,0.62,,0.09,0.0,65.0,-0.15,-1.78,,-1.41,-1.25,-0.14,-0.38,0.01,1.829,1007.91,0.29,1.33,0.49,-4.63,-9.0,1.0,1584.0,1.98,0.83,-1.386,267.0,-0.2,-0.73,-0.29,82.3493
1970-04-01,0.04,0.45,,4.12,-0.21,-0.21,0.008,0.008,0.302,0.335,66.0,0.46,0.45,-0.18,0.05,-0.45,,0.05,0.0,54.0,-0.2,2.52,,-1.56,-0.98,-0.08,-0.54,-0.05,4.095,1017.11,0.19,0.43,-0.66,-7.25,-35.0,-0.1,1620.0,0.54,0.68,-1.722,268.0,-0.28,-0.42,0.87,25.7571
1970-05-01,-0.0,0.25,,3.58,-0.212,-0.212,-0.058,-0.058,0.531,-0.173,-165.0,0.15,0.14,-0.2,-0.427,-0.57,,-0.06,0.5,212.0,-0.4,1.87,,1.11,-1.79,-0.3,-0.98,-0.09,2.671,1016.85,0.04,-0.49,-0.5,-12.21,56.0,0.6,1684.0,0.26,0.51,-1.993,269.0,-0.19,-1.11,-0.15,10.633
1970-06-01,-0.12,0.07,,2.48,-0.214,-0.214,-0.194,-0.194,0.875,-0.608,-63.0,-0.51,-0.5,0.36,-1.014,-0.72,,0.1,0.0,2518.0,-0.48,-0.11,,1.87,-2.0,-0.69,-1.46,-0.35,-0.026,1014.65,-0.3,0.06,0.23,-16.25,-195.0,1.6,1549.0,0.55,0.24,-1.865,270.0,-0.33,-1.08,-0.13,39.0821
1970-07-01,-0.18,-0.11,,1.2,-0.215,-0.215,-0.212,-0.212,0.139,-0.978,-73.0,-0.36,-0.37,1.15,-1.684,-1.42,,0.15,0.0,2103.0,-0.92,0.27,,0.13,-2.51,-1.08,-1.93,-0.46,-0.264,1016.1,-0.63,-0.68,0.74,-18.62,143.0,-0.6,1520.0,2.15,-0.03,-1.723,271.0,-0.11,-1.25,1.0,0.3262
1970-08-01,-0.17,-0.25,,0.86,-0.215,-0.215,-0.152,-0.152,-0.263,-0.604,-14.0,-0.81,-0.82,2.4,-1.575,0.93,,-0.11,2.25,3652.0,-1.09,-0.2,,0.0,-1.85,-1.26,-1.74,-0.9,0.458,1016.81,-0.76,-1.63,-0.6,-21.38,141.0,1.0,1382.0,2.22,-0.07,-1.283,272.0,-0.24,-0.55,1.01,0.3786
1970-09-01,-0.15,-0.27,,-0.02,-0.216,-0.216,-0.149,-0.149,0.03,-1.02,-89.0,-0.98,-0.98,-0.12,-1.343,-0.27,,0.15,2.0,2123.0,-1.07,0.47,,0.06,-1.43,-1.07,-1.27,-1.11,2.21,1014.34,-0.77,-1.67,-0.39,-21.67,68.0,1.9,1432.0,2.04,-0.12,-0.958,273.0,-0.22,-0.24,-1.5,1.937
1970-10-01,-0.12,-0.25,,0.31,-0.217,-0.217,-0.208,-0.208,0.098,-0.917,-52.0,-0.71,-0.72,0.46,-1.184,-0.72,,0.05,2.0,240.0,-1.06,0.0,,-0.49,-1.14,-1.12,-1.27,-1.17,-0.142,1014.48,-0.74,-1.39,-0.95,-22.12,-149.0,1.7,1483.0,0.71,-0.06,-0.276,274.0,-0.39,-0.13,1.4,54.457
1970-11-01,-0.14,-0.21,,0.51,-0.218,-0.218,-0.252,-0.252,0.378,-0.724,83.0,-1.31,-1.31,-0.35,-1.374,-0.05,,0.02,0.0,4.0,-1.27,0.76,,-0.76,-1.17,-1.13,-1.48,-1.13,-3.005,1014.31,-0.86,-0.8,-1.15,-22.48,1.0,2.6,1620.0,0.39,-0.02,0.231,275.0,-0.2,-0.22,0.5,278.4398
1970-12-01,-0.12,-0.13,,0.97,-0.218,-0.218,-0.221,-0.221,-0.399,-0.785,-47.0,-1.36,-1.36,0.81,-1.454,,,-0.1,0.0,0.0,-1.38,-1.58,,-1.2,-1.15,-1.33,-1.32,-1.5,1.076,1011.85,-1.15,-0.97,-1.09,-17.39,-4.0,3.2,1528.0,0.53,0.03,0.454,276.0,-0.34,-0.32,0.57,235.2442
1971-01-01,-0.09,-0.12,,0.73,-0.22,-0.22,-0.257,-0.257,-0.163,-0.505,76.0,-0.83,-0.84,-1.57,-1.51,0.05,,-0.03,0.0,37.0,-1.48,-0.43,,-1.82,-1.44,-1.73,-1.58,-1.67,5.065,1012.4,-1.36,-1.9,-2.43,-10.67,-5.0,0.6,1626.0,0.29,0.1,0.566,277.0,-0.01,-0.17,-2.51,98.8909
1971-02-01,-0.1,-0.2,,-0.17,-0.223,-0.223,-0.304,-0.304,-0.922,-0.87,8.0,-1.5,-1.51,0.38,-1.937,-1.99,,-0.09,0.0,22.0,-1.52,1.21,,-0.17,-1.68,-1.57,-1.57,-1.38,7.349,1007.64,-1.38,-1.74,-0.16,-3.67,2.0,3.3,1378.0,0.62,-0.03,0.862,278.0,0.02,-0.3,-1.65,14.4087
1971-03-01,-0.2,-0.39,,-1.0,-0.228,-0.228,-0.322,-0.322,-1.091,-0.871,-18.0,-1.66,-1.66,-0.32,-1.949,-0.22,,-0.2,0.0,35.0,-1.28,-1.76,,-1.28,-1.45,-1.36,-1.3,-1.31,3.831,1011.21,-1.12,-1.68,-0.28,0.91,20.0,3.8,1119.0,0.17,-0.18,0.691,279.0,-0.06,-0.96,-0.15,160.5447
1971-04-01,-0.28,-0.57,,-2.61,-0.231,-0.231,-0.425,-0.425,-0.583,-0.942,-70.0,-1.69,-1.69,0.66,-1.531,-1.95,,-0.05,0.0,35.0,-1.04,-3.15,,-0.41,-0.66,-1.18,-1.04,-1.17,2.526,1014.75,-0.85,-1.59,0.23,3.75,9.0,2.8,1167.0,0.5,-0.34,0.4,280.0,0.09,-2.57,-0.08,41.872
1971-05-01,-0.34,-0.74,,-3.56,-0.236,-0.236,-0.338,-0.338,0.679,-0.844,102.0,-1.0,-1.01,0.72,-1.392,-1.14,,-0.07,0.0,322.0,-1.11,-0.62,,0.51,-1.24,-0.98,-1.12,-1.07,2.057,1014.25,-0.73,-1.55,1.09,6.77,-56.0,1.4,1099.0,0.52,-0.46,0.397,281.0,0.25,-2.32,0.76,65.6881
1971-06-01,-0.34,-0.78,,-3.8,-0.24,-0.24,-0.374,-0.374,-0.668,-1.165,108.0,-0.67,-0.67,0.95,-1.399,-0.28,,-0.19,0.0,2100.0,-1.19,-1.32,,-1.28,-1.54,-1.13,-1.24,-1.14,0.491,1014.46,-0.74,-1.55,0.51,8.28,-127.0,0.7,1017.0,0.18,-0.62,0.211,282.0,0.17,-1.95,1.64,30.7857
1971-07-01,-0.38,-0.75,,-1.96,-0.242,-0.242,-0.361,-0.361,-0.578,-0.936,177.0,-0.42,-0.43,0.02,-1.054,2.19,,-0.06,0.0,2558.0,-1.11,-1.04,,0.27,-1.03,-1.17,-1.12,-1.2,1.12,1016.26,-0.8,-2.2,-1.74,8.88,-61.0,0.4,1174.0,2.04,-0.45,0.1,283.0,-0.23,-1.54,0.77,3.8963
1971-08-01,-0.4,-0.59,,-2.47,-0.243,-0.243,-0.447,-0.447,0.818,-1.384,20.0,-1.1,-1.11,1.67,-1.303,1.78,,0.05,3.25,2131.0,-0.96,0.07,,1.87,-1.23,-1.1,-1.33,-1.25,-0.427,1015.26,-0.77,-0.15,-0.81,8.34,276.0,2.5,1141.0,3.28,-0.46,0.097,284.0,-0.2,-2.97,-0.87,2.5651
1971-09-01,-0.33,-0.47,,-1.56,-0.244,-0.244,-0.378,-0.378,0.153,-1.292,59.0,-1.13,-1.12,-0.3,-1.212,-0.39,,0.01,25.5,1785.0,-0.81,-0.54,,0.53,-1.22,-1.0,-1.04,-1.46,0.79,1015.27,-0.82,0.21,0.15,8.95,-6.0,2.3,1040.0,1.88,-0.29,0.145,285.0,-0.16,-3.97,-0.48,24.8316
1971-10-01,-0.24,-0.36,,-0.26,-0.246,-0.246,-0.247,-0.247,1.185,-0.635,62.0,-1.26,-1.27,1.94,-1.158,-0.49,,0.03,0.0,545.0,-1.06,1.63,,1.14,-1.29,-1.24,-1.33,-1.32,3.652,1015.2,-0.85,-0.22,-1.35,8.48,-153.0,2.8,1072.0,1.79,-0.18,0.087,286.0,-0.38,-3.38,0.86,15.8136
1971-11-01,-0.15,-0.38,,0.73,-0.25,-0.25,-0.255,-0.255,0.419,-0.621,-29.0,-0.69,-0.69,-1.35,-1.044,-0.34,,-0.14,0.0,4.0,-1.12,-1.46,,-0.34,-0.76,-1.15,-1.31,-0.98,3.086,1011.73,-0.96,-1.25,-0.26,8.47,-8.0,0.9,1140.0,0.71,-0.13,0.221,287.0,-0.68,-1.9,0.31,84.03
1971-12-01,-0.09,-0.4,,-0.44,-0.254,-0.254,-0.32,-0.32,0.824,-0.861,-46.0,-0.47,-0.47,1.63,-1.023,,,-0.08,0.0,0.0,-1.13,0.76,,0.47,-0.99,-1.23,-1.48,-0.68,2.492,1014.19,-0.9,-1.87,-1.76,9.1,14.0,0.4,1245.0,1.32,-0.31,0.259,288.0,-0.79,-0.32,0.45,166.8886
1972-01-01,-0.06,-0.47,,-1.63,-0.258,-0.258,-0.329,-0.329,0.167,-1.607,-65.0,-0.41,-0.41,0.56,-0.465,-0.46,,-0.28,0.0,1.0,-0.67,-0.52,,-0.19,-0.38,-0.92,-0.73,-0.69,4.455,1012.72,-0.71,-1.99,-2.46,8.2,1.0,0.8,1148.0,0.08,-0.27,0.447,289.0,-0.08,-0.13,-0.05,75.7829
